distrito,20a29,30a39,40a49,50a59,60a69,70a79,80e+,< 1 ano,15a19,Total,ano,cid,dcnt
Anhanguera,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Aricanduva,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Artur Alvim,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Barra Funda,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Bela Vista,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Belém,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Bom Retiro,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Brás,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Brasilândia,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Butantã,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Cachoeirinha,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Cambuci,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Campo Belo,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Campo Grande,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Campo Limpo,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Cangaíba,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Capão Redondo,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Carrão,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Casa Verde,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Cidade Ademar,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Cidade Dutra,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Cidade Líder,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Cidade Tiradentes,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Consolação,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Cursino,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Ermelino Matarazzo,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Freguesia do Ó,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Grajaú,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Guaianases,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Iguatemi,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Ipiranga,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Itaim Bibi,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Itaim Paulista,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Itaquera,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Jabaquara,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Jaçanã,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Jaguara,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Jaguaré,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Jaraguá,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Jardim Ângela,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Jardim Helena,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Jardim Paulista,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Jardim São Luís,,-,,,-,,-,,,-,2021,J47,Bronquectasia
José Bonifácio,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Lajeado,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Lapa,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Liberdade,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Limão,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Mandaqui,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Marsilac,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Moema,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Moóca,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Morumbi,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Parelheiros,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Pari,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Parque do Carmo,,-,,,1,,-,,,1,2021,J47,Bronquectasia
Pedreira,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Penha,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Perdizes,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Perus,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Pinheiros,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Pirituba,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Ponte Rasa,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Raposo Tavares,,-,,,-,,-,,,-,2021,J47,Bronquectasia
República,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Rio Pequeno,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Sacomã,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Santa Cecília,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Santana,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Santo Amaro,,-,,,-,,-,,,-,2021,J47,Bronquectasia
São Domingos,,-,,,-,,-,,,-,2021,J47,Bronquectasia
São Lucas,,-,,,-,,-,,,-,2021,J47,Bronquectasia
São Mateus,,-,,,-,,-,,,-,2021,J47,Bronquectasia
São Miguel,,-,,,-,,-,,,-,2021,J47,Bronquectasia
São Rafael,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Sapopemba,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Saúde,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Sé,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Socorro,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Tatuapé,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Tremembé,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Tucuruvi,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Vila Andrade,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Vila Curuçá,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Vila Formosa,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Vila Guilherme,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Vila Jacuí,,1,,,-,,-,,,1,2021,J47,Bronquectasia
Vila Leopoldina,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Vila Maria,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Vila Mariana,,-,,,-,,1,,,1,2021,J47,Bronquectasia
Vila Matilde,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Vila Medeiros,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Vila Prudente,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Vila Sônia,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Desconhecido,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Ignorado,,-,,,-,,-,,,-,2021,J47,Bronquectasia
Água Rasa,-,-,-,-,-,,1,,,1,2022,J47,Bronquectasia
Alto de Pinheiros,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Anhanguera,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Aricanduva,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Artur Alvim,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Barra Funda,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Bela Vista,-,-,-,-,-,,1,,,1,2022,J47,Bronquectasia
Belém,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Bom Retiro,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Brás,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Brasilândia,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Butantã,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Cachoeirinha,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Cambuci,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Campo Belo,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Campo Grande,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Campo Limpo,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Cangaíba,-,-,-,-,-,,1,,,1,2022,J47,Bronquectasia
Capão Redondo,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Carrão,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Casa Verde,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Cidade Ademar,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Cidade Dutra,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Cidade Líder,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Cidade Tiradentes,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Consolação,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Cursino,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Ermelino Matarazzo,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Freguesia do Ó,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Grajaú,-,-,-,-,1,,-,,,1,2022,J47,Bronquectasia
Guaianases,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Iguatemi,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Ipiranga,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Itaim Bibi,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Itaim Paulista,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Itaquera,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Jabaquara,1,-,-,-,-,,-,,,1,2022,J47,Bronquectasia
Jaçanã,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Jaguara,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Jaguaré,-,-,-,-,-,,1,,,1,2022,J47,Bronquectasia
Jaraguá,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Jardim Ângela,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Jardim Helena,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Jardim Paulista,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Jardim São Luís,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
José Bonifácio,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Lajeado,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Lapa,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Liberdade,-,-,-,-,-,,1,,,1,2022,J47,Bronquectasia
Limão,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Mandaqui,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Marsilac,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Moema,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Moóca,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Morumbi,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Parelheiros,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Pari,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Parque do Carmo,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Pedreira,-,-,-,-,1,,-,,,1,2022,J47,Bronquectasia
Penha,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Perdizes,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Perus,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Pinheiros,-,-,-,-,-,,1,,,1,2022,J47,Bronquectasia
Pirituba,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Ponte Rasa,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Raposo Tavares,-,1,-,-,-,,-,,,1,2022,J47,Bronquectasia
República,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Rio Pequeno,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Sacomã,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Santa Cecília,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Santana,-,-,-,-,-,,1,,,1,2022,J47,Bronquectasia
Santo Amaro,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
São Domingos,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
São Lucas,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
São Mateus,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
São Miguel,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
São Rafael,-,-,1,-,-,,-,,,1,2022,J47,Bronquectasia
Sapopemba,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Saúde,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Sé,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Socorro,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Tatuapé,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Tremembé,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Tucuruvi,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Andrade,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Curuçá,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Formosa,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Guilherme,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Jacuí,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Leopoldina,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Maria,-,-,1,1,-,,-,,,2,2022,J47,Bronquectasia
Vila Mariana,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Matilde,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Medeiros,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Prudente,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Sônia,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Desconhecido,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Ignorado,-,-,-,-,-,,1,,,1,2022,J47,Bronquectasia
Água Rasa,,-,-,-,-,1,-,-,,1,2023,J47,Bronquectasia
Alto de Pinheiros,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Anhanguera,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Aricanduva,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Artur Alvim,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Barra Funda,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Bela Vista,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Belém,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Bom Retiro,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Brás,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Brasilândia,,-,-,-,1,-,-,-,,1,2023,J47,Bronquectasia
Butantã,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cachoeirinha,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cambuci,,-,1,-,-,-,-,-,,1,2023,J47,Bronquectasia
Campo Belo,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Campo Grande,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Campo Limpo,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cangaíba,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Capão Redondo,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Carrão,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Casa Verde,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cidade Ademar,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cidade Dutra,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cidade Líder,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cidade Tiradentes,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Consolação,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cursino,,-,-,1,-,-,-,-,,1,2023,J47,Bronquectasia
Ermelino Matarazzo,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Freguesia do Ó,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Grajaú,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Guaianases,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Iguatemi,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Ipiranga,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Itaim Bibi,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Itaim Paulista,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Itaquera,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jabaquara,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jaçanã,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jaguara,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jaguaré,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jaraguá,,-,1,-,-,-,-,-,,1,2023,J47,Bronquectasia
Jardim Ângela,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jardim Helena,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jardim Paulista,,-,-,-,-,-,1,-,,1,2023,J47,Bronquectasia
Jardim São Luís,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
José Bonifácio,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Lajeado,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Lapa,,-,-,-,-,-,1,-,,1,2023,J47,Bronquectasia
Liberdade,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Limão,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Mandaqui,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Marsilac,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Moema,,-,-,-,-,-,1,-,,1,2023,J47,Bronquectasia
Moóca,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Morumbi,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Parelheiros,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Pari,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Parque do Carmo,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Pedreira,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Penha,,-,-,-,-,-,1,-,,1,2023,J47,Bronquectasia
Perdizes,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Perus,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Pinheiros,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Pirituba,,1,-,-,-,-,-,-,,1,2023,J47,Bronquectasia
Ponte Rasa,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Raposo Tavares,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
República,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Rio Pequeno,,-,1,-,-,-,-,-,,1,2023,J47,Bronquectasia
Sacomã,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Santa Cecília,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Santana,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Santo Amaro,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
São Domingos,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
São Lucas,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
São Mateus,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
São Miguel,,-,-,-,-,-,1,-,,1,2023,J47,Bronquectasia
São Rafael,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Sapopemba,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Saúde,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Sé,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Socorro,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Tatuapé,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Tremembé,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Tucuruvi,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Andrade,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Curuçá,,-,-,-,1,-,-,-,,1,2023,J47,Bronquectasia
Vila Formosa,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Guilherme,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Jacuí,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Leopoldina,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Maria,,-,-,-,-,-,-,1,,1,2023,J47,Bronquectasia
Vila Mariana,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Matilde,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Medeiros,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Prudente,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Sônia,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Desconhecido,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Ignorado,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Água Rasa,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Alto de Pinheiros,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Anhanguera,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Aricanduva,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Artur Alvim,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Barra Funda,,,-,-,,-,1,-,,1,2024,J47,Bronquectasia
Bela Vista,,,-,-,,-,1,-,,1,2024,J47,Bronquectasia
Belém,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Bom Retiro,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Brás,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Brasilândia,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Butantã,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cachoeirinha,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cambuci,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Campo Belo,,,-,-,,-,1,-,,1,2024,J47,Bronquectasia
Campo Grande,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Campo Limpo,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cangaíba,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Capão Redondo,,,-,-,,1,-,-,,1,2024,J47,Bronquectasia
Carrão,,,-,-,,1,-,-,,1,2024,J47,Bronquectasia
Casa Verde,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cidade Ademar,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cidade Dutra,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cidade Líder,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cidade Tiradentes,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Consolação,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cursino,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Ermelino Matarazzo,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Freguesia do Ó,,,-,-,,1,-,-,,1,2024,J47,Bronquectasia
Grajaú,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Guaianases,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Iguatemi,,,-,1,,-,-,-,,1,2024,J47,Bronquectasia
Ipiranga,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Itaim Bibi,,,-,-,,-,2,-,,2,2024,J47,Bronquectasia
Itaim Paulista,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Itaquera,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jabaquara,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jaçanã,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jaguara,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jaguaré,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jaraguá,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jardim Ângela,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jardim Helena,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jardim Paulista,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jardim São Luís,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
José Bonifácio,,,-,-,,1,1,-,,2,2024,J47,Bronquectasia
Lajeado,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Lapa,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Liberdade,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Limão,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Mandaqui,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Marsilac,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Moema,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Moóca,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Morumbi,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Parelheiros,,,-,-,,-,-,1,,1,2024,J47,Bronquectasia
Pari,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Parque do Carmo,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Pedreira,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Penha,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Perdizes,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Perus,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Pinheiros,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Pirituba,,,1,-,,1,-,-,,2,2024,J47,Bronquectasia
Ponte Rasa,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Raposo Tavares,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
República,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Rio Pequeno,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Sacomã,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Santa Cecília,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Santana,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Santo Amaro,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
São Domingos,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
São Lucas,,,-,-,,-,1,-,,1,2024,J47,Bronquectasia
São Mateus,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
São Miguel,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
São Rafael,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Sapopemba,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Saúde,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Sé,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Socorro,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Tatuapé,,,-,-,,-,1,-,,1,2024,J47,Bronquectasia
